Respondent_ID,Date,State,Region,Age_Group,Gender,Candidate,Voting_Issue,Confidence_Level,Latitude,Longitude,Year,Month,Day,Weekday,Confidence_Category,Vote_Flag
383,2024-04-16 22:00:00,Haryana,Rural,18-24,Male,Candidate A,Infrastructure,2,29.0588,76.0856,2024,4,16,Tuesday,Medium,1
384,2024-04-16 23:00:00,Gujarat,Urban,45+,Female,Candidate A,Education,2,22.2587,71.1924,2024,4,16,Tuesday,Medium,1
385,2024-04-17 00:00:00,Haryana,Urban,45+,Male,Candidate A,Infrastructure,2,29.0588,76.0856,2024,4,17,Wednesday,Medium,1
386,2024-04-17 01:00:00,Tamil Nadu,Urban,45+,Female,Candidate A,Inflation,3,11.1271,78.6569,2024,4,17,Wednesday,Medium,1
387,2024-04-17 02:00:00,Gujarat,Urban,25-34,Female,Nota,Healthcare,2,22.2587,71.1924,2024,4,17,Wednesday,Medium,1
388,2024-04-17 03:00:00,Tamil Nadu,Rural,35-44,Female,Candidate A,Inflation,4,11.1271,78.6569,2024,4,17,Wednesday,High,1
389,2024-04-17 04:00:00,Punjab,Rural,25-34,Female,Candidate A,Inflation,3,31.1471,75.3412,2024,4,17,Wednesday,Medium,1
390,2024-04-17 05:00:00,Karnataka,Urban,35-44,Male,Candidate C,Infrastructure,5,15.3173,75.7139,2024,4,17,Wednesday,High,1
391,2024-04-17 06:00:00,Haryana,Urban,18-24,Male,Candidate B,Education,1,29.0588,76.0856,2024,4,17,Wednesday,Low,1
392,2024-04-17 07:00:00,Karnataka,Rural,45+,Female,Candidate A,Inflation,2,15.3173,75.7139,2024,4,17,Wednesday,Medium,1
393,2024-04-17 08:00:00,Karnataka,Urban,35-44,Female,Candidate A,Infrastructure,5,15.3173,75.7139,2024,4,17,Wednesday,High,1
394,2024-04-17 09:00:00,Uttar Pradesh,Urban,25-34,Male,Candidate A,Education,4,26.8467,80.9462,2024,4,17,Wednesday,High,1
395,2024-04-17 10:00:00,Gujarat,Rural,45+,Female,Candidate C,Healthcare,1,22.2587,71.1924,2024,4,17,Wednesday,Low,1
396,2024-04-17 11:00:00,Punjab,Rural,18-24,Male,Candidate A,Healthcare,5,31.1471,75.3412,2024,4,17,Wednesday,High,1
397,2024-04-17 12:00:00,Tamil Nadu,Rural,35-44,Male,Candidate A,Jobs,1,11.1271,78.6569,2024,4,17,Wednesday,Low,1
398,2024-04-17 13:00:00,Rajasthan,Rural,35-44,Male,Candidate B,Infrastructure,2,27.0238,74.2179,2024,4,17,Wednesday,Medium,1
399,2024-04-17 14:00:00,Maharashtra,Urban,35-44,Female,Candidate A,Education,4,19.7515,75.7139,2024,4,17,Wednesday,High,1
400,2024-04-17 15:00:00,Rajasthan,Rural,45+,Male,Candidate B,Inflation,1,27.0238,74.2179,2024,4,17,Wednesday,Low,1
401,2024-04-17 16:00:00,Maharashtra,Urban,25-34,Female,Candidate B,Healthcare,5,19.7515,75.7139,2024,4,17,Wednesday,High,1
402,2024-04-17 17:00:00,Haryana,Urban,25-34,Male,Candidate A,Education,2,29.0588,76.0856,2024,4,17,Wednesday,Medium,1
403,2024-04-17 18:00:00,Madhya Pradesh,Urban,35-44,Female,Nota,Infrastructure,2,22.9734,78.6569,2024,4,17,Wednesday,Medium,1
404,2024-04-17 19:00:00,Rajasthan,Urban,18-24,Female,Candidate B,Jobs,5,27.0238,74.2179,2024,4,17,Wednesday,High,1
405,2024-04-17 20:00:00,West Bengal,Rural,18-24,Female,Candidate A,Healthcare,5,22.9868,87.855,2024,4,17,Wednesday,High,1
406,2024-04-17 21:00:00,West Bengal,Urban,25-34,Male,Candidate B,Education,1,22.9868,87.855,2024,4,17,Wednesday,Low,1
407,2024-04-17 22:00:00,Bihar,Urban,18-24,Male,Candidate C,Education,3,25.0961,85.3131,2024,4,17,Wednesday,Medium,1
408,2024-04-17 23:00:00,Gujarat,Urban,25-34,Female,Candidate B,Education,2,22.2587,71.1924,2024,4,17,Wednesday,Medium,1
409,2024-04-18 00:00:00,Maharashtra,Urban,35-44,Female,Candidate A,Infrastructure,1,19.7515,75.7139,2024,4,18,Thursday,Low,1
410,2024-04-18 01:00:00,Maharashtra,Rural,25-34,Female,Nota,Infrastructure,5,19.7515,75.7139,2024,4,18,Thursday,High,1
411,2024-04-18 02:00:00,Andhra Pradesh,Urban,25-34,Male,Candidate B,Infrastructure,1,15.9129,79.74,2024,4,18,Thursday,Low,1
412,2024-04-18 03:00:00,Telangana,Rural,35-44,Male,Candidate A,Inflation,5,18.1124,79.0193,2024,4,18,Thursday,High,1
413,2024-04-18 04:00:00,Gujarat,Urban,18-24,Male,Candidate A,Education,4,22.2587,71.1924,2024,4,18,Thursday,High,1
414,2024-04-18 05:00:00,Uttar Pradesh,Urban,25-34,Male,Candidate A,Healthcare,5,26.8467,80.9462,2024,4,18,Thursday,High,1
415,2024-04-18 06:00:00,Bihar,Rural,25-34,Female,Candidate C,Infrastructure,5,25.0961,85.3131,2024,4,18,Thursday,High,1
416,2024-04-18 07:00:00,Uttar Pradesh,Urban,35-44,Female,Candidate A,Infrastructure,5,26.8467,80.9462,2024,4,18,Thursday,High,1
417,2024-04-18 08:00:00,Haryana,Rural,18-24,Male,Candidate A,Education,3,29.0588,76.0856,2024,4,18,Thursday,Medium,1
418,2024-04-18 09:00:00,Haryana,Urban,25-34,Male,Candidate C,Infrastructure,5,29.0588,76.0856,2024,4,18,Thursday,High,1
419,2024-04-18 10:00:00,Uttar Pradesh,Urban,35-44,Female,Candidate A,Inflation,2,26.8467,80.9462,2024,4,18,Thursday,Medium,1
420,2024-04-18 11:00:00,Uttar Pradesh,Rural,25-34,Male,Candidate A,Inflation,2,26.8467,80.9462,2024,4,18,Thursday,Medium,1
421,2024-04-18 12:00:00,Punjab,Urban,45+,Male,Candidate A,Infrastructure,1,31.1471,75.3412,2024,4,18,Thursday,Low,1
422,2024-04-18 13:00:00,Gujarat,Urban,35-44,Male,Candidate A,Education,3,22.2587,71.1924,2024,4,18,Thursday,Medium,1
423,2024-04-18 14:00:00,Uttar Pradesh,Rural,18-24,Male,Candidate A,Education,1,26.8467,80.9462,2024,4,18,Thursday,Low,1
424,2024-04-18 15:00:00,West Bengal,Urban,18-24,Male,Candidate B,Education,2,22.9868,87.855,2024,4,18,Thursday,Medium,1
425,2024-04-18 16:00:00,Telangana,Rural,18-24,Male,Candidate A,Jobs,2,18.1124,79.0193,2024,4,18,Thursday,Medium,1
426,2024-04-18 17:00:00,Telangana,Urban,18-24,Female,Candidate A,Infrastructure,4,18.1124,79.0193,2024,4,18,Thursday,High,1
427,2024-04-18 18:00:00,Karnataka,Rural,25-34,Male,Candidate C,Education,5,15.3173,75.7139,2024,4,18,Thursday,High,1
428,2024-04-18 19:00:00,Madhya Pradesh,Rural,25-34,Male,Candidate B,Inflation,2,22.9734,78.6569,2024,4,18,Thursday,Medium,1
429,2024-04-18 20:00:00,Haryana,Rural,18-24,Female,Candidate B,Healthcare,1,29.0588,76.0856,2024,4,18,Thursday,Low,1
430,2024-04-18 21:00:00,Maharashtra,Rural,18-24,Female,Candidate B,Healthcare,1,19.7515,75.7139,2024,4,18,Thursday,Low,1
431,2024-04-18 22:00:00,Andhra Pradesh,Urban,18-24,Female,Candidate A,Education,5,15.9129,79.74,2024,4,18,Thursday,High,1
432,2024-04-18 23:00:00,Odisha,Rural,25-34,Male,Candidate B,Healthcare,5,20.9517,85.0985,2024,4,18,Thursday,High,1
433,2024-04-19 00:00:00,Maharashtra,Urban,18-24,Female,Candidate B,Healthcare,4,19.7515,75.7139,2024,4,19,Friday,High,1
434,2024-04-19 01:00:00,Madhya Pradesh,Urban,18-24,Male,Candidate A,Jobs,3,22.9734,78.6569,2024,4,19,Friday,Medium,1
435,2024-04-19 02:00:00,Andhra Pradesh,Urban,45+,Male,Candidate C,Inflation,1,15.9129,79.74,2024,4,19,Friday,Low,1
436,2024-04-19 03:00:00,Punjab,Urban,45+,Male,Candidate A,Inflation,5,31.1471,75.3412,2024,4,19,Friday,High,1
437,2024-04-19 04:00:00,Gujarat,Urban,18-24,Female,Candidate C,Jobs,1,22.2587,71.1924,2024,4,19,Friday,Low,1
438,2024-04-19 05:00:00,Rajasthan,Rural,35-44,Female,Candidate A,Jobs,5,27.0238,74.2179,2024,4,19,Friday,High,1
439,2024-04-19 06:00:00,Gujarat,Rural,18-24,Female,Candidate C,Healthcare,2,22.2587,71.1924,2024,4,19,Friday,Medium,1
440,2024-04-19 07:00:00,Maharashtra,Rural,45+,Female,Candidate B,Infrastructure,1,19.7515,75.7139,2024,4,19,Friday,Low,1
441,2024-04-19 08:00:00,Maharashtra,Urban,35-44,Female,Candidate C,Healthcare,2,19.7515,75.7139,2024,4,19,Friday,Medium,1
442,2024-04-19 09:00:00,Andhra Pradesh,Rural,35-44,Male,Candidate A,Jobs,1,15.9129,79.74,2024,4,19,Friday,Low,1
443,2024-04-19 10:00:00,Andhra Pradesh,Urban,18-24,Male,Candidate B,Inflation,3,15.9129,79.74,2024,4,19,Friday,Medium,1
444,2024-04-19 11:00:00,Haryana,Urban,45+,Male,Candidate B,Healthcare,4,29.0588,76.0856,2024,4,19,Friday,High,1
445,2024-04-19 12:00:00,Punjab,Urban,45+,Male,Candidate B,Infrastructure,2,31.1471,75.3412,2024,4,19,Friday,Medium,1
446,2024-04-19 13:00:00,Haryana,Urban,35-44,Female,Candidate B,Healthcare,5,29.0588,76.0856,2024,4,19,Friday,High,1
447,2024-04-19 14:00:00,Madhya Pradesh,Rural,18-24,Female,Candidate B,Education,3,22.9734,78.6569,2024,4,19,Friday,Medium,1
448,2024-04-19 15:00:00,Uttar Pradesh,Rural,25-34,Male,Candidate A,Healthcare,1,26.8467,80.9462,2024,4,19,Friday,Low,1
449,2024-04-19 16:00:00,Gujarat,Urban,25-34,Female,Candidate A,Jobs,2,22.2587,71.1924,2024,4,19,Friday,Medium,1
450,2024-04-19 17:00:00,Andhra Pradesh,Urban,45+,Female,Candidate B,Inflation,1,15.9129,79.74,2024,4,19,Friday,Low,1
451,2024-04-19 18:00:00,Tamil Nadu,Urban,25-34,Male,Candidate A,Inflation,1,11.1271,78.6569,2024,4,19,Friday,Low,1
452,2024-04-19 19:00:00,Madhya Pradesh,Urban,45+,Male,Nota,Jobs,1,22.9734,78.6569,2024,4,19,Friday,Low,1
453,2024-04-19 20:00:00,West Bengal,Rural,45+,Female,Candidate B,Education,4,22.9868,87.855,2024,4,19,Friday,High,1
454,2024-04-19 21:00:00,Punjab,Urban,45+,Female,Nota,Jobs,4,31.1471,75.3412,2024,4,19,Friday,High,1
455,2024-04-19 22:00:00,Maharashtra,Urban,25-34,Male,Candidate A,Healthcare,5,19.7515,75.7139,2024,4,19,Friday,High,1
456,2024-04-19 23:00:00,Haryana,Urban,45+,Male,Candidate C,Jobs,2,29.0588,76.0856,2024,4,19,Friday,Medium,1
457,2024-04-20 00:00:00,Madhya Pradesh,Rural,35-44,Male,Candidate C,Jobs,3,22.9734,78.6569,2024,4,20,Saturday,Medium,1
458,2024-04-20 01:00:00,Odisha,Rural,18-24,Female,Candidate B,Education,3,20.9517,85.0985,2024,4,20,Saturday,Medium,1
459,2024-04-20 02:00:00,Gujarat,Rural,18-24,Male,Candidate B,Healthcare,3,22.2587,71.1924,2024,4,20,Saturday,Medium,1
460,2024-04-20 03:00:00,Andhra Pradesh,Rural,45+,Male,Candidate A,Infrastructure,1,15.9129,79.74,2024,4,20,Saturday,Low,1
461,2024-04-20 04:00:00,Maharashtra,Urban,18-24,Female,Candidate C,Infrastructure,4,19.7515,75.7139,2024,4,20,Saturday,High,1
462,2024-04-20 05:00:00,Rajasthan,Urban,25-34,Female,Candidate B,Inflation,2,27.0238,74.2179,2024,4,20,Saturday,Medium,1
463,2024-04-20 06:00:00,Odisha,Rural,25-34,Female,Candidate A,Jobs,1,20.9517,85.0985,2024,4,20,Saturday,Low,1
464,2024-04-20 07:00:00,Punjab,Rural,18-24,Female,Candidate A,Inflation,4,31.1471,75.3412,2024,4,20,Saturday,High,1
465,2024-04-20 08:00:00,Madhya Pradesh,Rural,25-34,Female,Nota,Education,4,22.9734,78.6569,2024,4,20,Saturday,High,1
466,2024-04-20 09:00:00,Bihar,Rural,18-24,Male,Candidate C,Infrastructure,2,25.0961,85.3131,2024,4,20,Saturday,Medium,1
467,2024-04-20 10:00:00,Maharashtra,Rural,18-24,Male,Nota,Jobs,2,19.7515,75.7139,2024,4,20,Saturday,Medium,1
468,2024-04-20 11:00:00,Gujarat,Rural,18-24,Female,Candidate B,Education,2,22.2587,71.1924,2024,4,20,Saturday,Medium,1
469,2024-04-20 12:00:00,Karnataka,Rural,45+,Female,Candidate A,Education,1,15.3173,75.7139,2024,4,20,Saturday,Low,1
470,2024-04-20 13:00:00,Tamil Nadu,Rural,18-24,Female,Candidate A,Jobs,5,11.1271,78.6569,2024,4,20,Saturday,High,1
471,2024-04-20 14:00:00,Kerala,Rural,45+,Female,Candidate A,Education,2,10.8505,76.2711,2024,4,20,Saturday,Medium,1
472,2024-04-20 15:00:00,Odisha,Rural,18-24,Female,Candidate A,Jobs,5,20.9517,85.0985,2024,4,20,Saturday,High,1
473,2024-04-20 16:00:00,Uttar Pradesh,Urban,18-24,Male,Candidate A,Jobs,1,26.8467,80.9462,2024,4,20,Saturday,Low,1
474,2024-04-20 17:00:00,Kerala,Rural,18-24,Male,Candidate A,Healthcare,5,10.8505,76.2711,2024,4,20,Saturday,High,1
475,2024-04-20 18:00:00,Gujarat,Urban,25-34,Male,Candidate A,Inflation,3,22.2587,71.1924,2024,4,20,Saturday,Medium,1
476,2024-04-20 19:00:00,West Bengal,Rural,45+,Male,Nota,Education,5,22.9868,87.855,2024,4,20,Saturday,High,1
477,2024-04-20 20:00:00,Haryana,Rural,45+,Female,Candidate B,Education,2,29.0588,76.0856,2024,4,20,Saturday,Medium,1
478,2024-04-20 21:00:00,West Bengal,Urban,18-24,Male,Candidate C,Healthcare,1,22.9868,87.855,2024,4,20,Saturday,Low,1
479,2024-04-20 22:00:00,Karnataka,Urban,18-24,Female,Candidate B,Healthcare,2,15.3173,75.7139,2024,4,20,Saturday,Medium,1
480,2024-04-20 23:00:00,Odisha,Urban,25-34,Female,Candidate A,Healthcare,3,20.9517,85.0985,2024,4,20,Saturday,Medium,1
481,2024-04-21 00:00:00,Uttar Pradesh,Urban,25-34,Female,Candidate A,Infrastructure,2,26.8467,80.9462,2024,4,21,Sunday,Medium,1
482,2024-04-21 01:00:00,Bihar,Rural,25-34,Male,Candidate A,Infrastructure,2,25.0961,85.3131,2024,4,21,Sunday,Medium,1
483,2024-04-21 02:00:00,Karnataka,Urban,45+,Female,Candidate A,Infrastructure,2,15.3173,75.7139,2024,4,21,Sunday,Medium,1
484,2024-04-21 03:00:00,Odisha,Urban,45+,Male,Candidate B,Jobs,4,20.9517,85.0985,2024,4,21,Sunday,High,1
485,2024-04-21 04:00:00,Telangana,Urban,45+,Male,Candidate A,Education,3,18.1124,79.0193,2024,4,21,Sunday,Medium,1
486,2024-04-21 05:00:00,Kerala,Rural,18-24,Female,Candidate A,Inflation,2,10.8505,76.2711,2024,4,21,Sunday,Medium,1
487,2024-04-21 06:00:00,Karnataka,Rural,45+,Female,Candidate A,Jobs,2,15.3173,75.7139,2024,4,21,Sunday,Medium,1
488,2024-04-21 07:00:00,Kerala,Urban,35-44,Female,Nota,Education,2,10.8505,76.2711,2024,4,21,Sunday,Medium,1
489,2024-04-21 08:00:00,Maharashtra,Urban,35-44,Male,Candidate C,Education,1,19.7515,75.7139,2024,4,21,Sunday,Low,1
490,2024-04-21 09:00:00,West Bengal,Urban,25-34,Female,Candidate B,Healthcare,4,22.9868,87.855,2024,4,21,Sunday,High,1
491,2024-04-21 10:00:00,Maharashtra,Rural,45+,Male,Candidate A,Healthcare,1,19.7515,75.7139,2024,4,21,Sunday,Low,1
492,2024-04-21 11:00:00,Tamil Nadu,Rural,35-44,Female,Candidate C,Jobs,4,11.1271,78.6569,2024,4,21,Sunday,High,1
493,2024-04-21 12:00:00,Telangana,Urban,25-34,Female,Candidate C,Healthcare,2,18.1124,79.0193,2024,4,21,Sunday,Medium,1
494,2024-04-21 13:00:00,Uttar Pradesh,Urban,45+,Male,Candidate B,Education,3,26.8467,80.9462,2024,4,21,Sunday,Medium,1
495,2024-04-21 14:00:00,Bihar,Urban,18-24,Male,Nota,Healthcare,5,25.0961,85.3131,2024,4,21,Sunday,High,1
496,2024-04-21 15:00:00,Punjab,Rural,35-44,Male,Candidate A,Infrastructure,5,31.1471,75.3412,2024,4,21,Sunday,High,1
497,2024-04-21 16:00:00,Kerala,Urban,18-24,Male,Nota,Healthcare,2,10.8505,76.2711,2024,4,21,Sunday,Medium,1
498,2024-04-21 17:00:00,Bihar,Urban,45+,Male,Nota,Education,1,25.0961,85.3131,2024,4,21,Sunday,Low,1
499,2024-04-21 18:00:00,Kerala,Urban,35-44,Male,Candidate A,Jobs,3,10.8505,76.2711,2024,4,21,Sunday,Medium,1
500,2024-04-21 19:00:00,Gujarat,Urban,45+,Female,Candidate B,Inflation,4,22.2587,71.1924,2024,4,21,Sunday,High,1
501,2024-04-21 20:00:00,Karnataka,Rural,18-24,Female,Nota,Healthcare,2,15.3173,75.7139,2024,4,21,Sunday,Medium,1
502,2024-04-21 21:00:00,Tamil Nadu,Urban,35-44,Male,Candidate A,Education,3,11.1271,78.6569,2024,4,21,Sunday,Medium,1
503,2024-04-21 22:00:00,West Bengal,Rural,18-24,Female,Candidate B,Inflation,3,22.9868,87.855,2024,4,21,Sunday,Medium,1
504,2024-04-21 23:00:00,Punjab,Rural,45+,Male,Nota,Inflation,4,31.1471,75.3412,2024,4,21,Sunday,High,1
505,2024-04-22 00:00:00,Andhra Pradesh,Urban,45+,Female,Candidate B,Infrastructure,3,15.9129,79.74,2024,4,22,Monday,Medium,1
506,2024-04-22 01:00:00,Kerala,Urban,18-24,Female,Candidate A,Inflation,1,10.8505,76.2711,2024,4,22,Monday,Low,1
507,2024-04-22 02:00:00,Bihar,Rural,35-44,Male,Candidate B,Education,1,25.0961,85.3131,2024,4,22,Monday,Low,1
508,2024-04-22 03:00:00,Tamil Nadu,Urban,18-24,Male,Candidate A,Education,1,11.1271,78.6569,2024,4,22,Monday,Low,1
509,2024-04-22 04:00:00,Rajasthan,Urban,45+,Male,Candidate B,Healthcare,3,27.0238,74.2179,2024,4,22,Monday,Medium,1
510,2024-04-22 05:00:00,Punjab,Rural,18-24,Female,Candidate A,Healthcare,1,31.1471,75.3412,2024,4,22,Monday,Low,1
511,2024-04-22 06:00:00,Rajasthan,Urban,45+,Male,Candidate B,Healthcare,4,27.0238,74.2179,2024,4,22,Monday,High,1
512,2024-04-22 07:00:00,Maharashtra,Urban,18-24,Female,Candidate B,Inflation,3,19.7515,75.7139,2024,4,22,Monday,Medium,1
513,2024-04-22 08:00:00,West Bengal,Urban,35-44,Male,Candidate C,Inflation,5,22.9868,87.855,2024,4,22,Monday,High,1
514,2024-04-22 09:00:00,Haryana,Rural,35-44,Female,Candidate B,Infrastructure,3,29.0588,76.0856,2024,4,22,Monday,Medium,1
515,2024-04-22 10:00:00,Haryana,Urban,18-24,Female,Candidate B,Healthcare,4,29.0588,76.0856,2024,4,22,Monday,High,1
516,2024-04-22 11:00:00,Andhra Pradesh,Urban,18-24,Male,Candidate B,Jobs,5,15.9129,79.74,2024,4,22,Monday,High,1
517,2024-04-22 12:00:00,Gujarat,Urban,35-44,Female,Candidate A,Infrastructure,3,22.2587,71.1924,2024,4,22,Monday,Medium,1
518,2024-04-22 13:00:00,Bihar,Urban,45+,Female,Candidate B,Jobs,1,25.0961,85.3131,2024,4,22,Monday,Low,1
519,2024-04-22 14:00:00,Odisha,Urban,35-44,Male,Candidate A,Inflation,2,20.9517,85.0985,2024,4,22,Monday,Medium,1
520,2024-04-22 15:00:00,Andhra Pradesh,Urban,45+,Female,Nota,Infrastructure,2,15.9129,79.74,2024,4,22,Monday,Medium,1
521,2024-04-22 16:00:00,Karnataka,Rural,18-24,Male,Candidate A,Infrastructure,1,15.3173,75.7139,2024,4,22,Monday,Low,1
522,2024-04-22 17:00:00,Karnataka,Urban,18-24,Male,Candidate B,Education,2,15.3173,75.7139,2024,4,22,Monday,Medium,1
523,2024-04-22 18:00:00,Bihar,Urban,45+,Male,Candidate B,Inflation,2,25.0961,85.3131,2024,4,22,Monday,Medium,1
524,2024-04-22 19:00:00,Odisha,Urban,18-24,Male,Candidate B,Inflation,1,20.9517,85.0985,2024,4,22,Monday,Low,1
525,2024-04-22 20:00:00,Uttar Pradesh,Urban,45+,Female,Candidate A,Infrastructure,1,26.8467,80.9462,2024,4,22,Monday,Low,1
526,2024-04-22 21:00:00,Gujarat,Urban,25-34,Female,Candidate B,Inflation,3,22.2587,71.1924,2024,4,22,Monday,Medium,1
527,2024-04-22 22:00:00,Tamil Nadu,Rural,35-44,Female,Candidate B,Infrastructure,3,11.1271,78.6569,2024,4,22,Monday,Medium,1
528,2024-04-22 23:00:00,Kerala,Urban,25-34,Male,Candidate B,Education,1,10.8505,76.2711,2024,4,22,Monday,Low,1
529,2024-04-23 00:00:00,Odisha,Urban,45+,Female,Candidate A,Infrastructure,4,20.9517,85.0985,2024,4,23,Tuesday,High,1
530,2024-04-23 01:00:00,Haryana,Urban,35-44,Female,Candidate B,Inflation,2,29.0588,76.0856,2024,4,23,Tuesday,Medium,1
531,2024-04-23 02:00:00,Punjab,Rural,45+,Male,Candidate B,Inflation,3,31.1471,75.3412,2024,4,23,Tuesday,Medium,1
532,2024-04-23 03:00:00,Uttar Pradesh,Rural,35-44,Male,Candidate B,Infrastructure,2,26.8467,80.9462,2024,4,23,Tuesday,Medium,1
533,2024-04-23 04:00:00,Kerala,Rural,35-44,Female,Candidate B,Infrastructure,5,10.8505,76.2711,2024,4,23,Tuesday,High,1
534,2024-04-23 05:00:00,Kerala,Urban,35-44,Male,Candidate B,Infrastructure,1,10.8505,76.2711,2024,4,23,Tuesday,Low,1
535,2024-04-23 06:00:00,Uttar Pradesh,Rural,35-44,Male,Candidate A,Healthcare,4,26.8467,80.9462,2024,4,23,Tuesday,High,1
536,2024-04-23 07:00:00,Maharashtra,Urban,45+,Male,Candidate A,Inflation,5,19.7515,75.7139,2024,4,23,Tuesday,High,1
537,2024-04-23 08:00:00,Rajasthan,Urban,35-44,Male,Candidate A,Inflation,5,27.0238,74.2179,2024,4,23,Tuesday,High,1
538,2024-04-23 09:00:00,Kerala,Urban,35-44,Female,Candidate A,Healthcare,5,10.8505,76.2711,2024,4,23,Tuesday,High,1
539,2024-04-23 10:00:00,Uttar Pradesh,Urban,25-34,Male,Candidate B,Infrastructure,1,26.8467,80.9462,2024,4,23,Tuesday,Low,1
540,2024-04-23 11:00:00,Odisha,Rural,18-24,Male,Candidate B,Education,3,20.9517,85.0985,2024,4,23,Tuesday,Medium,1
541,2024-04-23 12:00:00,Uttar Pradesh,Rural,18-24,Male,Candidate A,Infrastructure,1,26.8467,80.9462,2024,4,23,Tuesday,Low,1
542,2024-04-23 13:00:00,Telangana,Urban,25-34,Male,Nota,Infrastructure,3,18.1124,79.0193,2024,4,23,Tuesday,Medium,1
543,2024-04-23 14:00:00,Andhra Pradesh,Rural,25-34,Male,Candidate A,Healthcare,5,15.9129,79.74,2024,4,23,Tuesday,High,1
544,2024-04-23 15:00:00,Madhya Pradesh,Rural,45+,Male,Candidate C,Inflation,5,22.9734,78.6569,2024,4,23,Tuesday,High,1
545,2024-04-23 16:00:00,Maharashtra,Rural,45+,Male,Candidate B,Infrastructure,4,19.7515,75.7139,2024,4,23,Tuesday,High,1
546,2024-04-23 17:00:00,West Bengal,Rural,45+,Male,Candidate A,Inflation,3,22.9868,87.855,2024,4,23,Tuesday,Medium,1
547,2024-04-23 18:00:00,Madhya Pradesh,Rural,25-34,Female,Candidate A,Jobs,5,22.9734,78.6569,2024,4,23,Tuesday,High,1
548,2024-04-23 19:00:00,Andhra Pradesh,Rural,25-34,Male,Candidate B,Inflation,2,15.9129,79.74,2024,4,23,Tuesday,Medium,1
549,2024-04-23 20:00:00,Andhra Pradesh,Rural,35-44,Female,Candidate A,Education,4,15.9129,79.74,2024,4,23,Tuesday,High,1
550,2024-04-23 21:00:00,Andhra Pradesh,Urban,45+,Male,Nota,Education,1,15.9129,79.74,2024,4,23,Tuesday,Low,1
551,2024-04-23 22:00:00,Madhya Pradesh,Urban,45+,Male,Candidate B,Infrastructure,4,22.9734,78.6569,2024,4,23,Tuesday,High,1
552,2024-04-23 23:00:00,Bihar,Rural,45+,Male,Nota,Inflation,2,25.0961,85.3131,2024,4,23,Tuesday,Medium,1
553,2024-04-24 00:00:00,Rajasthan,Urban,18-24,Male,Candidate A,Infrastructure,3,27.0238,74.2179,2024,4,24,Wednesday,Medium,1
554,2024-04-24 01:00:00,Uttar Pradesh,Rural,35-44,Female,Candidate B,Healthcare,1,26.8467,80.9462,2024,4,24,Wednesday,Low,1
555,2024-04-24 02:00:00,Punjab,Urban,45+,Male,Candidate B,Education,1,31.1471,75.3412,2024,4,24,Wednesday,Low,1
556,2024-04-24 03:00:00,Rajasthan,Urban,45+,Male,Candidate B,Infrastructure,3,27.0238,74.2179,2024,4,24,Wednesday,Medium,1
557,2024-04-24 04:00:00,Haryana,Urban,45+,Female,Candidate A,Healthcare,4,29.0588,76.0856,2024,4,24,Wednesday,High,1
558,2024-04-24 05:00:00,Odisha,Urban,18-24,Female,Candidate B,Infrastructure,5,20.9517,85.0985,2024,4,24,Wednesday,High,1
559,2024-04-24 06:00:00,Gujarat,Rural,18-24,Male,Candidate B,Inflation,4,22.2587,71.1924,2024,4,24,Wednesday,High,1
560,2024-04-24 07:00:00,Bihar,Rural,25-34,Female,Candidate C,Inflation,2,25.0961,85.3131,2024,4,24,Wednesday,Medium,1
561,2024-04-24 08:00:00,West Bengal,Rural,35-44,Female,Candidate A,Inflation,5,22.9868,87.855,2024,4,24,Wednesday,High,1
562,2024-04-24 09:00:00,Rajasthan,Rural,25-34,Female,Candidate C,Inflation,4,27.0238,74.2179,2024,4,24,Wednesday,High,1
563,2024-04-24 10:00:00,Punjab,Urban,35-44,Male,Candidate A,Jobs,3,31.1471,75.3412,2024,4,24,Wednesday,Medium,1
564,2024-04-24 11:00:00,Karnataka,Urban,18-24,Male,Candidate C,Healthcare,2,15.3173,75.7139,2024,4,24,Wednesday,Medium,1
565,2024-04-24 12:00:00,Andhra Pradesh,Rural,45+,Male,Candidate C,Healthcare,2,15.9129,79.74,2024,4,24,Wednesday,Medium,1
566,2024-04-24 13:00:00,Kerala,Urban,25-34,Female,Candidate C,Inflation,2,10.8505,76.2711,2024,4,24,Wednesday,Medium,1
567,2024-04-24 14:00:00,Haryana,Urban,45+,Male,Candidate B,Jobs,5,29.0588,76.0856,2024,4,24,Wednesday,High,1
568,2024-04-24 15:00:00,Gujarat,Urban,25-34,Female,Candidate B,Inflation,1,22.2587,71.1924,2024,4,24,Wednesday,Low,1
569,2024-04-24 16:00:00,Maharashtra,Urban,18-24,Male,Nota,Jobs,5,19.7515,75.7139,2024,4,24,Wednesday,High,1
570,2024-04-24 17:00:00,West Bengal,Rural,18-24,Male,Candidate A,Inflation,4,22.9868,87.855,2024,4,24,Wednesday,High,1
571,2024-04-24 18:00:00,Odisha,Rural,18-24,Female,Candidate B,Education,1,20.9517,85.0985,2024,4,24,Wednesday,Low,1
572,2024-04-24 19:00:00,Gujarat,Urban,25-34,Male,Candidate B,Education,4,22.2587,71.1924,2024,4,24,Wednesday,High,1
573,2024-04-24 20:00:00,Andhra Pradesh,Rural,35-44,Female,Candidate B,Infrastructure,1,15.9129,79.74,2024,4,24,Wednesday,Low,1
